a1,a6,a7,a8,label
926,0.066666667,0,0,1
927,0.366666667,0,0,1
928,0.083333333,0.1748,1,1
929,0.816666667,0.3496,1,1
930,0.033333333,0,0,1
931,2.783333333,1.0488,1,1
932,0.3,0.1748,1,1
933,0.566666667,0.3496,1,1
934,0.333333333,0.1748,1,1
935,0.65,0,0,1
936,0.5,0.1748,1,1
937,14,0,0,1
938,0.283333333,0.1748,1,1
939,0.266666667,0.1748,1,1
940,40.3,0,0,1
941,5,0,0,1
942,16.48333333,5.7684,1,1
943,1.15,0.5244,1,1
944,28,5.5936,1,1
945,0.1,0.1748,1,1
946,14,4.8944,1,1
947,0.333333333,0.1748,1,1
948,2.083333333,0.874,1,1
949,3,1.0488,1,1
950,34,0,0,1
951,0.233333333,0.1748,1,1
952,4.3,0,0,1
953,0.216666667,0.1748,1,1
954,3.916666667,0,0,1
955,0.383333333,0.1748,1,1
956,0.433333333,0.1748,1,1
957,3.933333333,1.3984,1,1
958,1.166666667,0.5244,1,1
959,0.966666667,0.3496,1,1
960,62.56666667,0.874,1,1
961,0.183333333,0.1748,1,1
962,1.783333333,0.6992,1,1
963,1.966666667,0.6992,1,1
964,1.1,0,0,1
965,1.416666667,0.5244,1,1
966,0.766666667,0.3496,1,1
967,3.2,1.2236,1,1
968,10.58333333,0,0,1
969,0.033333333,0.1748,1,1
970,16,5.5936,1,1
971,0.2,0.1748,1,1
972,0.5,0.1748,1,1
973,0.633333333,0,0,1
974,0.983333333,0,0,1
975,0.783333333,0,0,1
976,16.13333333,0,0,1
977,0.633333333,0.3496,1,1
978,0.083333333,0,0,1
979,3.466666667,1.2236,1,1
980,0.066666667,0.1748,1,1
981,0.116666667,0.1748,1,1
982,0.483333333,0.1748,1,1
983,1.616666667,0.6992,1,1
984,0.25,0.1748,1,1
985,0.233333333,0.1748,1,1
986,0.5,0,0,1
987,0.666666667,0.3496,1,1
988,40.65,0,0,1
989,0.25,0.1748,1,1
990,0.25,0.1748,1,1
991,0.483333333,0.152,1,1
992,1.083333333,0.5244,1,1
993,0.433333333,0,0,1
994,0.833333333,0.3496,1,1
995,5.616666667,0,0,1
996,0.733333333,0,0,1
997,20,3.6708,1,1
998,1,0.3496,1,1
999,0.5,0.1748,1,1
1000,0.566666667,0.3496,1,1
1001,4.783333333,0,0,1
1002,0.416666667,0.1748,1,1
1003,0.083333333,0,0,1
1004,4,29.992,1,1
1005,0.35,0.1748,1,1
1006,0.516666667,0.3496,1,1
1007,0.183333333,0.1748,1,1
1008,3.95,1.3984,1,1
1009,2.716666667,0,0,1
1010,2.416666667,0.874,1,1
1011,0.1,0.1748,1,1
1012,0.85,0,0,1
1013,0.1,0,0,1
1014,62.5,1.0488,1,1
1015,0.066666667,0,0,1
1016,0.4,0,0,1
1017,0.2,0.1748,1,1
1018,0.866666667,0.3496,1,1
1019,1.366666667,0.5244,1,1
1020,0.583333333,0.3496,1,1
1021,5.6,2.0976,1,1
1022,28.5,9.9636,1,1
1023,36.5,0,0,1
1024,0.033333333,0,0,1
1025,0.216666667,0.1748,1,1
1026,0.016666667,0.1748,1,1
1027,0.55,0,0,1
1028,0.1,0.1748,1,1
1029,0.383333333,0.1748,1,1
1030,2.683333333,0,0,1
1031,0.216666667,0,0,1
1032,120,0,0,1
1033,2.183333333,0,0,1
1034,0.316666667,0.1748,1,1
1035,0.25,0,0,1
1036,0.1,0,0,1
1037,0.75,0,0,1
1038,0.35,0.1748,1,1
1039,0.366666667,0.1748,1,1
1040,0.25,0,0,1
1041,0.116666667,0,0,1
1042,0.683333333,0.3496,1,1
1043,1.2,0,0,1
1044,12,4.1952,1,1
1045,0.083333333,0.1748,1,1
1046,1.7,0,0,1
1047,6.266666667,0,0,1
1048,0.633333333,0.3496,1,1
1049,1.633333333,0.6992,1,1
1050,0.183333333,0.1748,1,1
1051,8.183333333,2.9716,1,1
1052,6.15,0,0,1
1053,0.4,0.1748,1,1
1054,0.2,0.1748,1,1
1055,0.133333333,0,0,1
1056,2.383333333,0.874,1,1
1057,0.1,0,0,1
1058,10.96666667,3.8456,1,1
1059,0.233333333,0.1748,1,1
1060,0.216666667,0,0,1
1061,0.966666667,0.3496,1,1
1062,0.583333333,0.3496,1,1
1063,0.083333333,4.4735,1,1
1064,0.4,0.1748,1,1
1065,0.966666667,0.3496,1,1
1066,1.983333333,0.6992,1,1
1067,0.216666667,0.1748,1,1
1068,24,8.3904,1,1
1069,0.65,0.3496,1,1
1070,0.266666667,0.1748,1,1
1071,8.566666667,3.1464,1,1
1072,1.233333333,0.5244,1,1
1073,1.483333333,0.5244,1,1
1074,0.183333333,0,0,1
1075,0.35,0,0,1
1076,23.63333333,0,0,1
1077,16.16666667,0,0,1
1078,0.983333333,0.3496,1,1
1079,62.81666667,1.0488,1,1
1080,0.966666667,0.3496,1,1
1081,1.533333333,0.6992,1,1
1082,0.1,0.1748,1,1
1083,0.25,0.1748,1,1
1084,0.05,0,0,1
1085,0.4,0,0,1
1086,0.566666667,0.3496,1,1
1087,4.8,1.748,1,1
1088,2.383333333,0.874,1,1
1089,0.083333333,0.1748,1,1
1090,0.3,0,0,1
1091,0.766666667,0,0,1
1092,2.2,0.874,1,1
1093,0.1,0.1748,1,1
1094,0.566666667,0.3496,1,1
1095,2.3,0,0,1
1096,0.016666667,0.1748,1,1
1097,0.833333333,0,0,1
1098,0.533333333,0.3496,1,1
1099,0.75,0,0,1
1100,0.3,0.1748,1,1
1101,1.35,0,0,1
1102,0.216666667,0.1748,1,1
1103,0.483333333,0.1748,1,1
1104,1.816666667,0,0,1
1105,45.91666667,0,0,1
1106,1.3,0,0,1
1107,64.36666667,0,0,1
1108,0.166666667,0.152,1,1
1109,0.1,0,0,1
1110,0.066666667,0.1748,1,1
1111,0.333333333,0.1748,1,1
1112,1.366666667,0,0,1
1113,0.9,0.3496,1,1
1114,1.033333333,0,0,1
1115,0.516666667,0,0,1
1116,0.35,0.1748,1,1
1117,1.3,0,0,1
1118,1.933333333,0.6992,1,1
1119,0.866666667,0.3496,1,1
1120,0.133333333,0.1748,1,1
1121,0.966666667,0.3496,1,1
1122,0.183333333,0.1748,1,1
1123,0.25,0,0,1
1124,0.233333333,0.1748,1,1
1125,0.433333333,0.1748,1,1
1126,0.066666667,0.1748,1,1
1127,0.133333333,0.1748,1,1
1128,0.716666667,0,0,1
1129,0.216666667,0.1748,1,1
1130,1.016666667,0,0,1
1131,0.616666667,0.3496,1,1
1132,0.083333333,0,0,1
1133,0.5,0.1748,1,1
1134,0.016666667,0.1748,1,1
1135,0.5,0.1748,1,1
1136,2.083333333,0.874,1,1
1137,0.433333333,0.1748,1,1
1138,0.65,0.3496,1,1
1139,0.016666667,0.1748,1,1
1140,0.85,0.3496,1,1
1141,1.916666667,0,0,1
1142,0.916666667,0.3496,1,1
1143,0.333333333,0,0,1
1144,0.15,0,0,1
1145,0.65,0,0,1
1146,0.3,0.1748,1,1
1147,0.616666667,0.3496,1,1
1148,0.683333333,0.3496,1,1
1149,0.033333333,0,0,1
1150,1.683333333,0.6992,1,1
1151,1.183333333,0.5244,1,1
1152,0.883333333,0.3496,1,1
1153,0.066666667,0,0,1
1154,1.833333333,0.6992,1,1
1155,0.3,0.1748,1,1
1156,1,0.3496,1,1
1157,0.05,0.1748,1,1
1158,0.2,0,0,1
1159,2.283333333,0,0,1
1160,0.516666667,0.3496,1,1
1161,0.216666667,0.1748,1,1
1162,3.016666667,1.2236,1,1
1163,0.3,0,0,1
1164,22.3,0,0,1
1165,0.966666667,0.3496,1,1
1166,0.1,0.1748,1,1
1167,0.616666667,0.3496,1,1
1168,0.1,0.1748,1,1
1169,21.66666667,6.688,1,1
1170,12.08333333,0,0,1
1171,1.583333333,0,0,1
1172,0.816666667,0.3496,1,1
1173,0.016666667,0.1748,1,1
1174,0.816666667,0,0,1
1175,1.233333333,0,0,1
1176,0.15,0.1748,1,1
1177,0.483333333,0.1748,1,1
1178,48.21666667,0,0,1
1179,1.283333333,0.5244,1,1
1180,1.05,0.5244,1,1
1181,0.283333333,0.1748,1,1
1182,0.316666667,0.1748,1,1
1183,3.716666667,0,0,1
1184,0.6,0,0,1
1185,0.616666667,0.3496,1,1
1186,0.016666667,0,0,1
1187,0.1,0.1748,1,1
1188,1.366666667,0,0,1
1189,0.416666667,0.1748,1,1
1190,0.683333333,0.3496,1,1
1191,0.083333333,0.1748,1,1
1192,0.25,0.1748,1,1
1193,1.15,0.5244,1,1
1194,5.216666667,0,0,1
1195,0.333333333,0,0,1
1196,13.85,0,0,1
1197,0.233333333,0.1748,1,1
1198,0.116666667,0.1748,1,1
1199,0.633333333,0.3496,1,1
1200,5.766666667,0,0,1
1201,1.316666667,0,0,1
1202,1.5,0,0,1
1203,0.366666667,0.1748,1,1
1204,0.883333333,0.3496,1,1
1205,0.083333333,0.1748,1,1
1206,1.65,0.6992,1,1
1207,0.016666667,0,0,1
1208,0.9,0.3496,1,1
1209,0.333333333,0.1748,1,1
1210,0.1,0.1748,1,1
1211,0.383333333,0.1748,1,1
1212,0.633333333,0,0,1
1213,0.116666667,0.1748,1,1
1214,0.166666667,0,0,1
1215,0.466666667,0,0,1
1216,0.266666667,0.1748,1,1
1217,0.883333333,0.3496,1,1
1218,9.583333333,0,0,1
1219,0.883333333,0,0,1
1220,40.71666667,0,0,1
1221,0.333333333,0.1748,1,1
1222,0.683333333,0.3496,1,1
1223,0.4,0.1748,1,1
1224,0.85,0.3496,1,1
1225,1.133333333,0.5244,1,1
1226,33.88333333,1.9228,1,1
1227,0.25,0.1748,1,1
1228,0.433333333,0.1748,1,1
1229,0.6,0.3496,1,1
1230,0.8,0,0,1
1231,0.383333333,0.1748,1,1
1232,0.866666667,0.3496,1,1
1233,0.016666667,0.1748,1,1
1234,0.183333333,0,0,1
1235,0.2,0.1748,1,1
1236,0.233333333,0,0,1
1237,0.7,0.3496,1,1
1238,0.6,0,0,1
1239,4.133333333,1.5732,1,1
1240,42.51666667,15.0328,1,1
1241,0.35,0.1748,1,1
1242,1.533333333,0,0,1
1243,0.333333333,0.1748,1,1
1244,0.416666667,0,0,1
1245,0.15,0.1748,1,1
1246,3.233333333,1.2236,1,1
1247,0.6,0.3496,1,1
1248,0.366666667,0,0,1
1249,0.333333333,0.1748,1,1
1250,0.133333333,0.1748,1,1
1251,0.383333333,0.1748,1,1
1252,0.25,0.1748,1,1
1253,0.333333333,0.29,1,1
1254,0.2,0.1748,1,1
1255,10.3,0,0,1
1256,1.016666667,0.5244,1,1
1257,0.066666667,0,0,1
1258,3.3,1.2236,1,1
1259,0.316666667,0.1748,1,1
1260,0.666666667,0.3496,1,1
1261,0.183333333,0.1748,1,1
1262,0.35,0,0,1
1263,7.316666667,2.622,1,1
1264,0.283333333,0.1748,1,1
1265,0.3,0.1748,1,1
1266,9.866666667,0.5244,1,1
1267,0.2,0.1748,1,1
1268,0.716666667,0,0,1
1269,0.25,0,0,1
1270,0.283333333,0,0,1
1271,0.55,0.3496,1,1
1272,1.6,0.6992,1,1
1273,0.233333333,0.1748,1,1
1274,0.366666667,0,0,1
1275,0.133333333,0.1748,1,1
1276,0.85,0,0,1
1277,3.25,1.2236,1,1
1278,0.016666667,0.1748,1,1
1279,4.883333333,1.748,1,1
1280,0.333333333,0.1748,1,1
1281,7.183333333,0,0,1
1282,0.8,0.3496,1,1
1283,0.633333333,0.3496,1,1
1284,0.35,0.1748,1,1
1285,0.7,0.3496,1,1
1286,0.166666667,0.1748,1,1
1287,5.2,1.9228,1,1
1288,0.366666667,0.1748,1,1
1289,1.516666667,0,0,1
1290,11.5,4.0204,1,1
1291,0.433333333,0.1748,1,1
1292,2.016666667,0,0,1
1293,0.033333333,0.1748,1,1
1294,8.566666667,0,0,1
1295,0.166666667,0.1748,1,1
1296,0.133333333,0,0,1
1297,1.033333333,0.5244,1,1
1298,0.333333333,0.1748,1,1
1299,2.116666667,0.874,1,1
1300,0.166666667,0,0,1
1301,0.55,0,0,1
1302,0.066666667,0,0,1
1303,1.85,0.6992,1,1
1304,0.233333333,0.1748,1,1
1305,0.216666667,0.1748,1,1
1306,0.966666667,0.3496,1,1
1307,0.05,0,0,1
1308,0.566666667,0.3496,1,1
1309,0.416666667,0.1748,1,1
1310,0.5,0.1748,1,1
1311,0.5,0.1748,1,1
1312,0.15,0.1748,1,1
1313,0.166666667,0.1748,1,1
1314,0.2,3.5995,1,1
1315,0.15,0,0,1
1316,0.233333333,0.1748,1,1
1317,6.583333333,2.4472,1,1
1318,2.566666667,1.0488,1,1
1319,1.4,0.5244,1,1
1320,0.4,0,0,1
1321,0.333333333,0.1748,1,1
1322,0.75,0,0,1
1323,0.3,0,0,1
1324,0.183333333,0.1748,1,1
1325,0.1,0.1748,1,1
1326,0.55,0,0,1
1327,0.533333333,0.3496,1,1
1328,0.633333333,0.3496,1,1
1329,0.016666667,0.1748,1,1
1330,0.033333333,0.1748,1,1
1331,0.983333333,0.3496,1,1
1332,0.2,0.1748,1,1
1333,0.233333333,0,0,1
1334,0.066666667,0.1748,1,1
1335,0.183333333,0.1748,1,1
1336,0.95,0.3496,1,1
1337,5.3,0,0,1
1338,1.15,0,0,1
1339,0.116666667,0.1748,1,1
1340,5.933333333,0,0,1
1341,0.216666667,0.1748,1,1
1342,0.116666667,0.1748,1,1
1343,0.233333333,0.1748,1,1
1344,0.466666667,0,0,1
1345,0.066666667,0.1748,1,1
1346,0.233333333,0,0,1
1347,0.066666667,0.1748,1,1
1348,0.733333333,0.3496,1,1
1349,0.166666667,0.1748,1,1
1350,0.15,0.1748,1,1
1351,0.116666667,0,0,1
1352,0.466666667,0,0,1
1353,0.216666667,0.1748,1,1
1354,28.5,0,0,1
1355,0.816666667,0,0,1
1356,0.233333333,0.1748,1,1
1357,0.283333333,0,0,1
1358,0.016666667,0.1748,1,1
1359,34.23333333,0,0,1
1360,0.6,0.3496,1,1
1361,0.183333333,0.1748,1,1
1362,0.283333333,0.1748,1,1
1363,0.633333333,0.3496,1,1
1364,0.616666667,10.304,1,1
1365,0.216666667,0.23,1,1
1366,0.083333333,0.1748,1,1
1367,0.266666667,0.1748,1,1
1368,0.933333333,0.3496,1,1
1369,0.15,0,0,1
1370,0.433333333,0.1748,1,1
1371,4.05,0,0,1
1372,0.083333333,0.1748,1,1
1373,11.15,4.0204,1,1
1374,0.033333333,0.1748,1,1
1375,0.35,0.1748,1,1
1376,0.35,0.1748,1,1
1377,0.15,0.1748,1,1
1378,0.433333333,0.1748,1,1
1379,0.3,0.1748,1,1
1380,0.35,0.1748,1,1
1381,0.05,0.1748,1,1
1382,0.166666667,0.1748,1,1
1383,0.083333333,0.1748,1,1
1384,3.45,0,0,1
1385,0.216666667,0.1748,1,1
1386,0.35,0,0,1
1387,0.85,0.3496,1,1
1388,0.483333333,0.1748,1,1
1389,0.616666667,0.3496,1,1
1390,1.1,0.5244,1,1
1391,0.633333333,0.3496,1,1
1392,0.133333333,0,0,1
1393,0.3,0.1748,1,1
1394,0.483333333,0.1748,1,1
1395,0.5,0.152,1,1
1396,2.616666667,1.0488,1,1
1397,0.35,0.1748,1,1
1398,0.5,0.1748,1,1
1399,0.433333333,0.1748,1,1
1400,0.366666667,0.1748,1,1
1401,1.983333333,0.6992,1,1
1402,0.883333333,0.3496,1,1
1403,0.5,0.1748,1,1
1404,0.283333333,0,0,1
1405,0.166666667,0.1748,1,1
1406,0.233333333,0,0,1
1407,0.5,0.1748,1,1
1408,0.066666667,0.1748,1,1
1409,3.866666667,1.3984,1,1
1410,0.516666667,0,0,1
1411,0.8,0.3496,1,1
1412,3.15,1.064,1,1
1413,0.733333333,0.3496,1,1
1414,1.583333333,0,0,1
1415,0.083333333,0,0,1
1416,0.85,0.3496,1,1
1417,0.083333333,0,0,1
1418,0.033333333,0,0,1
1419,2.816666667,1.0488,1,1
1420,0.233333333,0,0,1
1421,0.25,0,0,1
1422,1.2,0.5244,1,1
1423,0.016666667,0,0,1
1424,1.2,0,0,1
1425,0.2,0.152,1,1
1426,0.183333333,0.1748,1,1
1427,1,0,0,1
1428,0.5,0,0,1
1429,0.5,0,0,1
1430,1.583333333,0,0,1
1431,0.233333333,0.1748,1,1
1432,0.116666667,0.1748,1,1
1433,0.1,0.1748,1,1
1434,0.233333333,0,0,1
1435,0.45,0,0,1
1436,1.15,0.5244,1,1
1437,0.25,0.1748,1,1
1438,9.533333333,3.496,1,1
1439,0.15,0.1748,1,1
1440,0.4,0,0,1
1441,0.166666667,0,0,1
1442,0.433333333,0.1748,1,1
1443,0.883333333,0,0,1
1444,0.166666667,0.1748,1,1
1445,0.316666667,0.1748,1,1
1446,0.083333333,0.1748,1,1
1447,0.566666667,0,0,1
1448,0.083333333,0.1748,1,1
1449,0.133333333,0,0,1
1450,0.6,0.3496,1,1
1451,0.65,0.3496,1,1
1452,0.366666667,0.1748,1,1
1453,0.333333333,0.1748,1,1
1454,0.65,0,0,1
1455,0.15,0,0,1
1456,0.383333333,0.1748,1,1
1457,0.916666667,0.3496,1,1
1458,1,0.3496,1,1
1459,0.216666667,0.1748,1,1
1460,62.86666667,1.0488,1,1
1461,0.316666667,0.1748,1,1
1462,0.966666667,0.3496,1,1
1463,0.15,0.1748,1,1
1464,0.433333333,0.1748,1,1
1465,0.416666667,0.1748,1,1
1466,0.4,0,0,1
1467,1.216666667,0.5244,1,1
1468,1.3,0,0,1
1469,0.066666667,0.1748,1,1
1470,7.95,0,0,1
1471,1.066666667,0.5244,1,1
1472,0.133333333,0.1748,1,1
1473,0.1,0,0,1
1474,0.216666667,0.1748,1,1
1475,3.283333333,0,0,1
1476,0.3,0,0,1
1477,0.4,0.1748,1,1
1478,0.966666667,0,0,1
1479,0.416666667,3,1,1
1480,0.733333333,0.3496,1,1
1481,0.083333333,0.1748,1,1
1482,0.35,0.1748,1,1
1483,0.483333333,0,0,1
1484,0.183333333,0.1748,1,1
1485,0.55,0.3496,1,1
1486,0.083333333,0.1748,1,1
1487,0.466666667,0.1748,1,1
1488,0.266666667,0,0,1
1489,0.366666667,0.1748,1,1
1490,0.266666667,0.1748,1,1
1491,0.166666667,0.1748,1,1
1492,0.583333333,0.3496,1,1
1493,0.166666667,0.1748,1,1
1494,0.283333333,0.1748,1,1
1495,0.6,0,0,1
1496,0.5,0.1748,1,1
1497,0.116666667,0.1748,1,1
1498,0.15,0,0,1
1499,0.05,0.1748,1,1
1500,1.616666667,0.6992,1,1
1501,1,0.3496,1,1
1502,3.883333333,1.3984,1,1
1503,2.116666667,0.874,1,1
1504,0.25,0.1748,1,1
1505,0.883333333,0,0,1
1506,0.15,0.1748,1,1
1507,0.1,0.1748,1,1
1508,1.9,0.6992,1,1
1509,0.583333333,0.3496,1,1
1510,0.9,0,0,1
1511,0.2,0,0,1
1512,0.366666667,0.1748,1,1
1513,1.016666667,0.5244,1,1
1514,0.233333333,0.1748,1,1
1515,0.4,0.1748,1,1
1516,41.26666667,0,0,1
1517,0.45,0,0,1
1518,0.65,0.3496,1,1
1519,0.366666667,0.1748,1,1
1520,0.383333333,0.1748,1,1
1521,52.5,0,0,1
1522,0.2,0.1748,1,1
1523,3.35,0,0,1
1524,1.15,0.5244,1,1
1525,1.366666667,0.5244,1,1
1526,23.03333333,8.2156,1,1
1527,0.216666667,0.1748,1,1
1528,0.433333333,0.1748,1,1
1529,0.2,0.1748,1,1
1530,1.05,0.5244,1,1
1531,1,0.3496,1,1
1532,1.116666667,0.5244,1,1
1533,0.816666667,0.3496,1,1
1534,0.183333333,0.1748,1,1
1535,1,0.3496,1,1
1536,0.383333333,0,0,1
1537,0.183333333,0.1748,1,1
1538,0.2,0.1748,1,1
1539,0.15,0.1748,1,1
1540,0.466666667,0.1748,1,1
1541,0.116666667,0,0,1
1542,1.466666667,0.5244,1,1
1543,0.216666667,0.1748,1,1
1544,0.183333333,0,0,1
1545,0.3,0.1748,1,1
1546,0.3,0.1748,1,1
1547,0.4,0.1748,1,1
1548,0.733333333,0.3496,1,1
1549,0.416666667,0,0,1
1550,0.133333333,0.1748,1,1
1551,0.833333333,0.3496,1,1
1552,0.6,0.3496,1,1
1553,0.266666667,0.1748,1,1
1554,0.55,0.304,1,1
1555,0.416666667,0.1748,1,1
1556,0.95,0.3496,1,1
1557,0.6,0.3496,1,1
1558,0.766666667,0.3496,1,1
1559,0.133333333,0.1748,1,1
1560,0.433333333,0.1748,1,1
1561,0.683333333,0.3496,1,1
1562,2.383333333,0,0,1
1563,0.383333333,0.1748,1,1
1564,1.216666667,0.5244,1,1
1565,0.05,0.1748,1,1
1566,0.016666667,0.1748,1,1
1567,0.383333333,0,0,1
1568,0.116666667,0,0,1
1569,0.266666667,0.1748,1,1
1570,0.466666667,0,0,1
1571,0.133333333,0.1748,1,1
1572,0.716666667,0.3496,1,1
1573,1.783333333,0.6992,1,1
1574,0.733333333,0,0,1
1575,0.166666667,0.1748,1,1
1576,0.333333333,0.1748,1,1
1577,0.366666667,0,0,1
1578,0.2,0,0,1
1579,0.2,0.1748,1,1
1580,0.416666667,0.1748,1,1
1581,0.116666667,0.1748,1,1
1582,1.1,0.5244,1,1
1583,0.233333333,0,0,1
1584,0.35,0,0,1
1585,0.316666667,0,0,1
1586,0.583333333,0,0,1
1587,0.316666667,0.1748,1,1
1588,0.8,0,0,1
1589,0.083333333,0.1748,1,1
1590,11.21666667,0,0,1
1591,0.283333333,0.1748,1,1
1592,0.016666667,0,0,1
1593,0.466666667,0.1748,1,1
1594,2.033333333,0,0,1
1595,0.316666667,0,0,1
1596,0.216666667,0.1748,1,1
1597,1.5,0.5244,1,1
1598,0.1,0.1748,1,1
1599,0.566666667,0.3496,1,1
1600,0.383333333,0,0,1
1601,1.183333333,0,0,1
1602,1.45,0.5244,1,1
1603,0.85,0,0,1
1604,0.15,0.1748,1,1
1605,0.35,0.1748,1,1
1606,0.366666667,0.1748,1,1
1607,0.366666667,0.1748,1,1
1608,0.716666667,0.3496,1,1
1609,0.15,0.1748,1,1
1610,1.016666667,0.5244,1,1
1611,0.283333333,0.1748,1,1
1612,0.35,0,0,1
1613,0.366666667,0,0,1
1614,0.116666667,0.1748,1,1
1615,0.433333333,0.1748,1,1
1616,0.45,0.1748,1,1
1617,0.083333333,0,0,1
1618,0.233333333,0.1748,1,1
1619,0.583333333,0.3496,1,1
1620,0.083333333,0.1748,1,1
1621,0.883333333,0,0,1
1622,0.083333333,0.1748,1,1
1623,0.133333333,0.1748,1,1
1624,2.516666667,1.0488,1,1
1625,0.516666667,0.3496,1,1
1626,0.55,0.3496,1,1
1627,0.25,0.1748,1,1
1628,0.333333333,0.1748,1,1
1629,1.866666667,0.6992,1,1
1630,0.183333333,0.1748,1,1
1631,0.5,0.1748,1,1
1632,0.1,0.1748,1,1
1633,0.15,0.1748,1,1
1634,0.116666667,0.1748,1,1
1635,0.183333333,0.1748,1,1
1636,0.55,0.3496,1,1
1637,0.4,0.1748,1,1
1638,2.333333333,0,0,1
1639,0.45,0.1748,1,1
1640,0.366666667,0.1748,1,1
1641,0.116666667,0,0,1
1642,0.25,0.1748,1,1
1643,29.81666667,0,0,1
1644,0.2,0.1748,1,1
1645,0.15,0.1748,1,1
1646,0.083333333,0.1748,1,1
1647,0.366666667,0,0,1
1648,0.183333333,0.1748,1,1
1649,0.466666667,0.1748,1,1
1650,0.95,0,0,1
1651,0.483333333,0.1748,1,1
1652,0.283333333,0.1748,1,1
1653,0.183333333,0.1748,1,1
1654,0.3,0.1748,1,1
1655,0.383333333,0.1748,1,1
1656,0.566666667,0.3496,1,1
1657,0.833333333,0.3496,1,1
1658,6.5,0,0,1
1659,0.066666667,0.1748,1,1
1660,0.166666667,0.1748,1,1
1661,0.15,0,0,1
1662,0.5,0.1748,1,1
1663,0.45,0,0,1
1664,1.6,0,0,1
1665,0.833333333,0,0,1
1666,0.65,0.3496,1,1
1667,0.55,0.3496,1,1
1668,0.116666667,0.1748,1,1
1669,0.166666667,0.1748,1,1
1670,0.033333333,0.1748,1,1
1671,0.35,0.1748,1,1
1672,0.55,0.3496,1,1
1673,0.15,0,0,1
1674,0.05,0.1748,1,1
1675,0.033333333,0.1748,1,1
1676,0.55,0.3496,1,1
1677,0.416666667,0,0,1
1678,0.133333333,0.1748,1,1
1679,0.266666667,0,0,1
1680,0.283333333,0,0,1
1681,0.233333333,0.1748,1,1
1682,0.133333333,0.1748,1,1
1683,0.15,0,0,1
1684,0.4,0,0,1
1685,0.7,0.3496,1,1
1686,0.383333333,0.1748,1,1
1687,0.583333333,0.3496,1,1
1688,0.483333333,0.1748,1,1
1689,0.283333333,0.1748,1,1
1690,0.633333333,0.3496,1,1
1691,0.733333333,0.3496,1,1
1692,0.183333333,0.1748,1,1
1693,0.083333333,0.1748,1,1
1694,0.433333333,0.1748,1,1
1695,0.383333333,0.1748,1,1
1696,0.15,0.1748,1,1
1697,0.283333333,0.1748,1,1
1698,0.233333333,0.1748,1,1
1699,0.583333333,0,0,1
1700,0.25,0.1748,1,1
1701,0.3,0.1748,1,1
1702,0.083333333,0.1748,1,1
1703,0.7,0,0,1
1704,0.1,0.1748,1,1
1705,0.183333333,0.1748,1,1
1706,0.15,0.1748,1,1
1707,0.933333333,0,0,1
1708,0.783333333,0.3496,1,1
1709,1.516666667,0.6992,1,1
1710,0.166666667,0.1748,1,1
1711,0.166666667,0.1748,1,1
1712,0.25,0.1748,1,1
1713,0.2,0.1748,1,1
1714,0.133333333,0.1748,1,1
1715,0.366666667,0.1748,1,1
1716,0.533333333,0,0,1
1717,1.5,0.5244,1,1
1718,0.233333333,0,0,1
1719,0.65,0,0,1
1720,0.4,0.1748,1,1
1721,0.033333333,0,0,1
1722,0.266666667,0.1748,1,1
1723,0.116666667,0.1748,1,1
1724,0.85,0.3496,1,1
1725,18.11666667,0,0,1
1726,0.4,0,0,1
1727,0.55,0.3496,1,1
1728,0.7,0.3496,1,1
1729,0.2,0.1748,1,1
1730,0.516666667,0.3496,1,1
1731,0.166666667,0.1748,1,1
1732,0.25,0,0,1
1733,0.016666667,0.1748,1,1
1734,0.233333333,0,0,1
1735,0.233333333,0,0,1
1736,0.133333333,0,0,1
1737,0.566666667,0.3496,1,1
1738,0.5,0.1748,1,1
1739,0.3,0.1748,1,1
1740,0.45,0,0,1
1741,0.15,0.1748,1,1
1742,0.333333333,0.1748,1,1
1743,1.366666667,0.5244,1,1
1744,0.183333333,0,0,1
1745,0.2,0.1748,1,1
1746,0.166666667,0.1748,1,1
1747,0.016666667,0.1748,1,1
1748,1.3,0.5244,1,1
1749,0.283333333,0,0,1
1750,0.166666667,0.1748,1,1
1751,1.183333333,0.5244,1,1
1752,0.233333333,0.1748,1,1
1753,0.4,0.1748,1,1
1754,0.016666667,0.1748,1,1
1755,0.516666667,0.3496,1,1
1756,0.233333333,0.1748,1,1
1757,1.816666667,0.6992,1,1
1758,0.183333333,0,0,1
1759,0.35,0.1748,1,1
1760,0.766666667,0.3496,1,1
1761,1.6,0.6992,1,1
1762,0.116666667,0.1748,1,1
1763,1.066666667,0.5244,1,1
1764,0.083333333,0.1748,1,1
1765,0.433333333,0.152,1,1
1766,0.75,0.3496,1,1
1767,0.016666667,0.1748,1,1
1768,0.816666667,0.3496,1,1
1769,0.05,0.1748,1,1
1770,0.716666667,0.3496,1,1
1771,0.183333333,0.1748,1,1
1772,0.333333333,0.1748,1,1
1773,1,0.3496,1,1
1774,0.133333333,0.1748,1,1
1775,0.216666667,0.1748,1,1
1776,0.466666667,0,0,1
1777,0.216666667,0.1748,1,1
1778,0.25,0,0,1
1779,0.116666667,0.1748,1,1
1780,0.416666667,0.1748,1,1
1781,1.583333333,0.6992,1,1
1782,0.65,0.3496,1,1
1783,0.366666667,0.1748,1,1
1784,1.183333333,0.5244,1,1
1785,0.116666667,0.1748,1,1
1786,0.05,0,0,1
